diff_adhd_asd,diff_adhd_ocd,diff_asd_ocd
0.0245442845845634,0.113590310057047,0.0890460254724836
0.0278256495886974,0.114801219790617,0.0869755702019198
0.029175344554105,0.114454453769959,0.085279109215854
0.0298455149335172,0.113147187954231,0.0833016730207136
0.0307633965876782,0.112433355195532,0.0816699586078541
0.0321187032761542,0.111977970648044,0.07985926737189
0.0334819444476712,0.11116938243632,0.0776874379886484
0.0353102481432926,0.110000714574572,0.0746904664312793
0.037722068346094,0.108809710594234,0.0710876422481399
