0.523768,0.531352,0.624682,0.661754,0.798449,0.655747,0.622533,0.583886,0.63898,0.790274,0.817295,0.607515,0.606837,0.499365,0.525191,0.634017,0.620844,0.654235,0.786013,0.64075,0.604918,0.551953,0.608186,0.712527,0.714353,0.51126,0.535867,0.69411,0.756653,0.667915,0.672307,0.628038,0.662745,0.836893,0.712442,0.727899,0.510501,0.541281,0.533194,0.557442,0.530027,0.597327,0.570241,0.661607,0.542247,0.602017
0.516524,0.523169,0.556857,0.640171,0.721553,0.562522,0.603521,0.562065,0.650132,0.744129,0.788255,0.572925,0.640394,0.464443,0.508907,0.476192,0.489764,0.631586,0.772369,0.586556,0.56903,0.495081,0.592775,0.615999,0.652134,0.51936,0.540917,0.661102,0.72157,0.689894,0.687409,0.616979,0.682324,0.846312,0.710364,0.694159,0.478559,0.523515,0.447063,0.544679,0.499636,0.584024,0.545261,0.623355,0.643894,0.681902
0.525532,0.537828,0.652944,0.687241,0.791313,0.729568,0.639523,0.63915,0.710002,0.776951,0.833173,0.647169,0.644837,0.519884,0.573767,0.481771,0.589496,0.665458,0.805652,0.61371,0.637517,0.59526,0.631771,0.733415,0.728563,0.538391,0.535617,0.726194,0.801957,0.73605,0.674373,0.660127,0.712541,0.87341,0.748411,0.715412,0.54634,0.544147,0.649315,0.657996,0.54034,0.589889,0.628431,0.653126,0.726231,0.671137
0.491102,0.479968,0.595061,0.623661,0.733094,0.686195,0.648643,0.604886,0.631997,0.743814,0.783251,0.57323,0.62119,0.514908,0.548662,0.610436,0.520647,0.635901,0.707733,0.607179,0.585097,0.619283,0.674542,0.642019,0.621357,0.500238,0.543878,0.662836,0.723613,0.6205,0.645561,0.590706,0.615435,0.838628,0.714814,0.725581,0.510078,0.578586,0.508557,0.542782,0.51392,0.571513,0.547368,0.626243,0.607028,0.690784
0.503196,0.476046,0.617573,0.632563,0.781103,0.776395,0.726586,0.622725,0.635214,0.768038,0.824158,0.618348,0.645807,0.517986,0.549145,0.597024,0.592905,0.653453,0.750803,0.611567,0.606665,0.64055,0.681763,0.701633,0.698058,0.484233,0.533102,0.665549,0.711742,0.652955,0.668251,0.575897,0.6254,0.81024,0.743015,0.752595,0.500927,0.530592,0.539113,0.606456,0.531847,0.566719,0.578983,0.625687,0.650683,0.629944
0.495158,0.496832,0.615537,0.672824,0.758494,0.679361,0.622746,0.503928,0.59148,0.781125,0.818506,0.581877,0.630755,0.476768,0.532708,0.566538,0.629206,0.690435,0.764703,0.566325,0.588647,0.579162,0.666719,0.65546,0.647294,0.472337,0.503647,0.681108,0.77169,0.66017,0.630302,0.579467,0.652645,0.833094,0.722507,0.710124,0.473584,0.531166,0.59102,0.616156,0.503203,0.568464,0.528132,0.583039,0.622314,0.571837
0.542985,0.505887,0.630036,0.648697,0.795536,0.699416,0.664489,0.579011,0.672245,0.738033,0.801719,0.592171,0.616323,0.510653,0.535839,0.392543,0.564618,0.6582,0.771509,0.596163,0.573832,0.524363,0.597111,0.663425,0.635619,0.538344,0.593218,0.664079,0.764393,0.732095,0.733247,0.625275,0.730166,0.874804,0.701752,0.698818,0.539522,0.610528,0.532281,0.631365,0.546368,0.625625,0.578892,0.668035,0.597636,0.674166
0.522281,0.533738,0.613608,0.643602,0.76792,0.649887,0.589423,0.593577,0.656657,0.80423,0.838132,0.611231,0.670746,0.511799,0.5381,0.656463,0.622656,0.696118,0.768279,0.608187,0.620882,0.541034,0.652326,0.694652,0.686762,0.546802,0.577568,0.721614,0.776182,0.71401,0.679779,0.683484,0.708893,0.840963,0.717406,0.702414,0.519363,0.574758,0.551117,0.658531,0.544656,0.592712,0.590755,0.645353,0.552045,0.605142
0.547817,0.535886,0.614826,0.648364,0.769254,0.691382,0.675909,0.616755,0.687864,0.761569,0.805189,0.593301,0.605074,0.526718,0.563832,0.609758,0.59873,0.667787,0.780716,0.608605,0.590917,0.639763,0.652619,0.658363,0.668104,0.532047,0.540904,0.699921,0.750091,0.68651,0.613383,0.676174,0.687696,0.838082,0.730639,0.747804,0.533357,0.592604,0.559288,0.638016,0.567657,0.61179,0.569746,0.621558,0.592925,0.628151
0.517625,0.501102,0.648906,0.665658,0.779958,0.740637,0.67241,0.552987,0.625171,0.756612,0.786348,0.584832,0.638336,0.501709,0.53711,0.623546,0.590276,0.673149,0.789808,0.563722,0.566307,0.535568,0.618139,0.622734,0.636997,0.520749,0.534011,0.683283,0.741086,0.681385,0.70063,0.650735,0.674037,0.845204,0.692551,0.722971,0.497241,0.539225,0.591066,0.605397,0.54939,0.612942,0.567473,0.636331,0.621544,0.634595
0.536125,0.514628,0.652672,0.669298,0.766863,0.747302,0.663042,0.553734,0.647537,0.77407,0.803051,0.611256,0.623434,0.533067,0.580905,0.597577,0.59918,0.684299,0.757859,0.578607,0.599292,0.567865,0.637026,0.652227,0.699831,0.514366,0.508194,0.668402,0.725693,0.645149,0.665756,0.598379,0.637188,0.836772,0.705246,0.722202,0.531884,0.567954,0.584282,0.65202,0.527155,0.577644,0.539292,0.633294,0.534182,0.583975
0.508757,0.522021,0.624885,0.658871,0.770693,0.691252,0.652876,0.530225,0.643419,0.764197,0.800411,0.649906,0.702748,0.507599,0.548653,0.647828,0.625787,0.690701,0.757044,0.654546,0.633113,0.636712,0.748876,0.658973,0.684725,0.508941,0.529753,0.665342,0.73964,0.685064,0.652628,0.609391,0.702333,0.815671,0.75404,0.733952,0.506559,0.5593,0.562005,0.621637,0.532534,0.602787,0.570748,0.689414,0.54677,0.564919
0.495608,0.476756,0.593204,0.63462,0.78172,0.755247,0.677773,0.66065,0.658624,0.795842,0.840405,0.59595,0.633622,0.493017,0.526717,0.610293,0.620839,0.695859,0.761261,0.602004,0.61529,0.546601,0.5598,0.686893,0.69145,0.526306,0.535586,0.686843,0.751512,0.701294,0.690371,0.631464,0.635431,0.845827,0.72709,0.715087,0.523971,0.542499,0.55921,0.641134,0.567733,0.613591,0.561486,0.594524,0.577454,0.655686
0.550102,0.53077,0.615998,0.66273,0.772061,0.680768,0.667547,0.667933,0.766128,0.77481,0.830944,0.624149,0.681096,0.495099,0.547565,0.52015,0.557546,0.669569,0.766572,0.631328,0.621432,0.619361,0.663235,0.685615,0.715777,0.529767,0.55076,0.654266,0.746143,0.724254,0.636227,0.605339,0.695704,0.788782,0.710373,0.700804,0.487909,0.574631,0.519976,0.637559,0.546847,0.629357,0.544743,0.628761,0.580879,0.585996
0.516089,0.512839,0.613331,0.62269,0.759549,0.680154,0.579895,0.528131,0.648558,0.735721,0.812762,0.580169,0.614328,0.506869,0.550132,0.500843,0.544341,0.665981,0.758731,0.627001,0.594196,0.61976,0.676148,0.677999,0.691283,0.510572,0.513281,0.685514,0.76237,0.666046,0.644551,0.589734,0.690204,0.815431,0.666369,0.666688,0.508525,0.514218,0.532847,0.584199,0.535203,0.570901,0.557084,0.62527,0.488457,0.578582
0.468696,0.48724,0.572473,0.621866,0.761776,0.613695,0.641455,0.598931,0.679447,0.761948,0.800267,0.629673,0.598148,0.477111,0.504617,0.599418,0.609668,0.708596,0.767506,0.559588,0.55251,0.563743,0.596024,0.677073,0.640836,0.484662,0.506393,0.63308,0.730767,0.658657,0.691635,0.597474,0.663446,0.82133,0.704548,0.68196,0.476866,0.531135,0.488081,0.613212,0.524057,0.563289,0.539755,0.645462,0.651188,0.626847
0.53856,0.503444,0.625952,0.633284,0.752103,0.669041,0.650606,0.59348,0.612766,0.754872,0.779303,0.524048,0.555022,0.518342,0.534477,0.597058,0.597535,0.621053,0.69892,0.607563,0.584719,0.55336,0.631284,0.656246,0.663045,0.523401,0.529828,0.659071,0.71146,0.656697,0.700011,0.633275,0.669323,0.774747,0.672828,0.66359,0.509056,0.535521,0.559758,0.607441,0.498581,0.55614,0.583748,0.66261,0.596058,0.593238
0.572931,0.550287,0.665756,0.683033,0.79411,0.751116,0.681133,0.633926,0.711113,0.79095,0.840945,0.686941,0.628449,0.55062,0.603345,0.627843,0.653519,0.736444,0.782205,0.606912,0.615014,0.672667,0.721038,0.665375,0.673048,0.563269,0.592169,0.702628,0.792638,0.737422,0.696929,0.66966,0.712234,0.866546,0.727649,0.720427,0.536024,0.584183,0.553335,0.60607,0.563565,0.638335,0.600921,0.698517,0.641763,0.710805
0.504976,0.503122,0.615264,0.66075,0.743448,0.72328,0.660096,0.637984,0.729594,0.805849,0.831302,0.647697,0.668405,0.526923,0.546001,0.567781,0.623849,0.738399,0.752724,0.60425,0.595944,0.589964,0.651296,0.704529,0.682364,0.51464,0.541258,0.704516,0.777528,0.717953,0.711225,0.634031,0.697357,0.820864,0.723644,0.7126,0.529803,0.578729,0.553606,0.653283,0.552334,0.605957,0.590918,0.667579,0.540957,0.656208
0.517527,0.50221,0.620312,0.65358,0.771183,0.677546,0.667955,0.557377,0.67327,0.748524,0.798235,0.623272,0.583554,0.508836,0.53253,0.637834,0.583304,0.643248,0.76524,0.539345,0.579109,0.637647,0.692524,0.657822,0.686063,0.532431,0.530354,0.685701,0.741458,0.675783,0.679636,0.632128,0.662323,0.836044,0.710929,0.71245,0.499011,0.542945,0.54045,0.589562,0.507576,0.569448,0.561494,0.636493,0.6324,0.620728
0.524723,0.516855,0.665386,0.671116,0.788374,0.74928,0.69143,0.548532,0.606605,0.770387,0.772928,0.610316,0.657974,0.520737,0.53666,0.64983,0.601311,0.604865,0.774269,0.582641,0.586263,0.515778,0.590776,0.688157,0.686851,0.516252,0.564076,0.695549,0.753942,0.686703,0.684345,0.634288,0.640874,0.844352,0.738907,0.7122,0.561794,0.579353,0.616522,0.656517,0.56622,0.598583,0.588987,0.640488,0.577611,0.648474
0.513713,0.508721,0.5828,0.633165,0.718928,0.590756,0.568684,0.482406,0.541996,0.741362,0.79621,0.577579,0.584922,0.473006,0.507668,0.619081,0.599886,0.656484,0.70386,0.547547,0.528495,0.572756,0.621357,0.630466,0.629807,0.469678,0.476781,0.646651,0.70535,0.589293,0.585791,0.556285,0.65118,0.778474,0.701102,0.680867,0.474954,0.548038,0.564226,0.599277,0.523693,0.571661,0.520638,0.585404,0.545717,0.597561
0.519385,0.481175,0.553178,0.586241,0.731108,0.647761,0.565109,0.526097,0.63371,0.691058,0.733692,0.604136,0.551316,0.482009,0.512925,0.539956,0.529146,0.624995,0.744981,0.621044,0.634367,0.552985,0.645981,0.687823,0.67281,0.492861,0.528646,0.629591,0.684345,0.654857,0.654889,0.572075,0.566612,0.83171,0.64386,0.65376,0.480449,0.515389,0.455179,0.562731,0.522727,0.532742,0.521437,0.588148,0.675641,0.72587
0.483805,0.519082,0.621017,0.652488,0.777038,0.705545,0.647743,0.516085,0.631726,0.752312,0.796543,0.684,0.672772,0.466685,0.514441,0.56281,0.59144,0.71177,0.793413,0.604125,0.593872,0.528461,0.53636,0.630611,0.663898,0.513819,0.509436,0.666152,0.771974,0.744015,0.680108,0.612777,0.686639,0.842184,0.684524,0.655092,0.479049,0.53996,0.537198,0.595641,0.520471,0.599798,0.603319,0.660396,0.643229,0.663153
